Date,Product,Region,Sales_Channel,Quantity,Unit_Price,Total_Sales,Customer_ID
2023-01-01,Monitor,North,Online,3,306.5738600387938,919.7215801163813,CUST5737
2023-01-01,Keyboard,East,Online,4,54.082658859666545,216.33063543866618,CUST6249
2023-01-01,Monitor,West,Retail,4,303.17358534427973,1212.694341377119,CUST5931
2023-01-01,Mouse,East,Wholesale,1,26.141081743059303,26.141081743059303,CUST3327
2023-01-01,Monitor,West,Retail,2,293.9294665466732,587.8589330933464,CUST7287
2023-01-01,Laptop,North,Wholesale,2,831.3300490865412,1662.6600981730824,CUST1659
2023-01-01,Headphones,East,Retail,3,106.1900209227943,318.5700627683829,CUST3911
2023-01-01,Mouse,West,Online,1,24.487860105437615,24.487860105437615,CUST7694
2023-01-01,Smartphone,West,Online,3,580.927962126031,1742.783886378093,CUST7616
2023-01-01,Smartphone,East,Wholesale,2,623.4941279214099,1246.9882558428199,CUST1262
2023-01-01,Smartwatch,West,Online,4,251.48252891780032,1005.9301156712013,CUST3049
2023-01-01,Laptop,West,Retail,4,809.3269525771357,3237.3078103085427,CUST8158
2023-01-01,Camera,North,Wholesale,3,470.3360110983216,1411.0080332949647,CUST2154
2023-01-01,Headphones,West,Retail,4,107.7554019752192,431.0216079008768,CUST2648
2023-01-01,Printer,West,Retail,4,204.25716238638364,817.0286495455346,CUST3557
2023-01-01,Camera,East,Online,1,430.552887726372,430.552887726372,CUST5973
2023-01-01,Smartphone,South,Retail,3,618.2353511403121,1854.7060534209363,CUST9352
2023-01-01,Headphones,North,Retail,1,93.57645418442658,93.57645418442658,CUST7015
2023-01-01,Printer,East,Wholesale,1,192.32243167409558,192.32243167409558,CUST5555
2023-01-01,Tablet,South,Wholesale,2,379.51917147032674,759.0383429406535,CUST4436
2023-01-01,Tablet,South,Wholesale,3,423.5849042833319,1270.7547128499957,CUST5893
2023-01-01,Laptop,West,Wholesale,4,858.2668104115046,3433.0672416460184,CUST8996
2023-01-01,Tablet,West,Wholesale,4,411.6377836725735,1646.551134690294,CUST9208
2023-01-01,Monitor,South,Wholesale,4,270.92739699173205,1083.7095879669282,CUST3327
2023-01-01,Laptop,South,Online,3,874.1791963342805,2622.5375890028417,CUST6088
2023-01-01,Headphones,East,Online,1,93.81822062300692,93.81822062300692,CUST2184
2023-01-01,Tablet,West,Retail,1,391.5753173447578,391.5753173447578,CUST7709
2023-01-01,Smartwatch,East,Retail,4,235.44593588076802,941.7837435230721,CUST5014
2023-01-01,Keyboard,East,Retail,3,50.18329652363737,150.54988957091211,CUST2409
2023-01-01,Smartwatch,North,Online,1,260.1242041993555,260.1242041993555,CUST8343
2023-01-01,Mouse,North,Retail,3,24.598904282231384,73.79671284669415,CUST2841
2023-01-01,Camera,West,Online,4,451.02081589748445,1804.0832635899378,CUST8992
2023-01-01,Headphones,North,Online,4,104.03933754515407,416.1573501806163,CUST5495
2023-01-01,Tablet,East,Wholesale,4,406.3091916406047,1625.2367665624188,CUST6919
2023-01-01,Mouse,East,Retail,3,24.827990090662304,74.48397027198692,CUST1574
2023-01-01,Keyboard,South,Retail,2,47.50251360515864,95.00502721031728,CUST5777
2023-01-01,Keyboard,East,Retail,3,46.27060512651885,138.81181537955655,CUST4124
2023-01-01,Monitor,East,Retail,1,281.6628020396924,281.6628020396924,CUST5142
2023-01-01,Tablet,East,Online,2,401.30402786409564,802.6080557281913,CUST2693
2023-01-01,Tablet,North,Wholesale,3,395.1177136564509,1185.3531409693528,CUST9932
2023-01-01,Smartwatch,North,Retail,3,246.41572374700542,739.2471712410163,CUST2931
2023-01-01,Monitor,North,Retail,2,279.38622256026514,558.7724451205303,CUST8805
2023-01-01,Keyboard,West,Online,4,54.3461399733971,217.3845598935884,CUST4343
2023-01-01,Mouse,West,Wholesale,1,25.558603731171765,25.558603731171765,CUST9130
2023-01-01,Smartwatch,West,Wholesale,1,231.00823239028213,231.00823239028213,CUST6188
2023-01-01,Laptop,South,Retail,2,832.5852575008039,1665.1705150016078,CUST7617
2023-01-01,Monitor,East,Online,2,296.03109895427843,592.0621979085569,CUST6881
2023-01-01,Smartwatch,South,Online,4,227.26520048860223,909.0608019544089,CUST8390
2023-01-01,Smartwatch,South,Wholesale,2,250.05199419576297,500.10398839152595,CUST5611
2023-01-01,Printer,West,Wholesale,2,181.06045242166488,362.12090484332975,CUST7303
2023-01-01,Headphones,West,Retail,3,102.86576436884707,308.5972931065412,CUST5000
2023-01-01,Tablet,East,Online,4,390.88821102406195,1563.5528440962478,CUST6536
2023-01-01,Printer,South,Wholesale,4,190.95844509284535,763.8337803713814,CUST5107
2023-01-01,Smartphone,North,Wholesale,2,621.9608128099629,1243.9216256199259,CUST9967
2023-01-01,Smartwatch,South,Retail,2,265.7234241294468,531.4468482588936,CUST9808
2023-01-02,Headphones,South,Online,2,102.5788569355977,205.1577138711954,CUST1412
2023-01-02,Printer,West,Online,1,218.70322206080994,218.70322206080994,CUST9867
2023-01-02,Smartwatch,North,Online,4,265.3417369633632,1061.3669478534528,CUST2122
2023-01-02,Headphones,South,Online,3,101.61088024687821,304.83264074063464,CUST7806
2023-01-02,Monitor,West,Online,3,315.0522640674899,945.1567922024697,CUST3914
2023-01-02,Camera,South,Online,1,450.47271352030714,450.47271352030714,CUST1728
2023-01-02,Keyboard,North,Wholesale,3,48.89201678734164,146.6760503620249,CUST1395
2023-01-02,Camera,East,Online,3,491.11207966138113,1473.3362389841434,CUST3782
2023-01-02,Headphones,East,Retail,3,91.66568822390519,274.9970646717156,CUST8266
2023-01-02,Camera,West,Wholesale,1,472.7137076493912,472.7137076493912,CUST2167
2023-01-02,Camera,East,Online,1,449.4978274232323,449.4978274232323,CUST7541
2023-01-02,Smartwatch,North,Wholesale,3,252.29578850824947,756.8873655247485,CUST9010
2023-01-02,Smartphone,East,Online,2,640.435664908485,1280.87132981697,CUST8056
2023-01-02,Keyboard,East,Retail,1,47.2257641757103,47.2257641757103,CUST7938
2023-01-02,Smartwatch,South,Online,1,229.2418857042596,229.2418857042596,CUST2365
2023-01-02,Headphones,North,Wholesale,3,109.72002127645743,329.1600638293723,CUST4141
2023-01-02,Tablet,North,Retail,3,393.9377607397581,1181.8132822192742,CUST6977
2023-01-02,Tablet,East,Retail,3,380.2945739098511,1140.8837217295534,CUST5849
2023-01-02,Smartwatch,West,Online,3,257.4605151058032,772.3815453174096,CUST4072
2023-01-02,Tablet,North,Retail,1,389.98964636189635,389.98964636189635,CUST8576
2023-01-02,Printer,North,Retail,1,218.52890157762448,218.52890157762448,CUST4627
2023-01-02,Monitor,West,Retail,1,329.577887767158,329.577887767158,CUST6348
2023-01-02,Headphones,East,Wholesale,4,91.5086909417954,366.0347637671816,CUST7190
2023-01-02,Camera,North,Retail,3,445.9086958290996,1337.7260874872989,CUST9053
2023-01-02,Tablet,West,Wholesale,1,433.22034733352854,433.22034733352854,CUST2353
2023-01-02,Printer,South,Online,4,186.7871961558226,747.1487846232905,CUST7819
2023-01-02,Smartwatch,West,Retail,4,254.18280559254364,1016.7312223701746,CUST5964
2023-01-02,Camera,West,Wholesale,2,407.90843559986854,815.8168711997371,CUST6320
2023-01-02,Laptop,North,Online,4,763.3532228024208,3053.412891209683,CUST2581
2023-01-02,Tablet,North,Retail,2,393.33112461907837,786.6622492381567,CUST5804
2023-01-02,Camera,South,Retail,4,483.8995337333214,1935.5981349332856,CUST8418
2023-01-02,Monitor,East,Online,2,318.63319984691,637.26639969382,CUST9415
2023-01-02,Laptop,East,Online,2,780.9425370609634,1561.885074121927,CUST4925
2023-01-02,Laptop,North,Online,2,725.8914988217587,1451.7829976435173,CUST9702
2023-01-02,Laptop,North,Wholesale,2,830.674303547026,1661.348607094052,CUST6989
2023-01-02,Tablet,North,Wholesale,1,418.0896675257479,418.0896675257479,CUST5809
2023-01-02,Smartwatch,East,Online,1,247.5272067655047,247.5272067655047,CUST6997
2023-01-02,Laptop,East,Online,1,753.1564238412891,753.1564238412891,CUST5544
2023-01-02,Laptop,West,Retail,4,762.9875971240492,3051.950388496197,CUST1249
2023-01-02,Smartphone,South,Retail,3,602.4196201334393,1807.2588604003176,CUST5363
2023-01-02,Laptop,South,Online,2,860.2645764253352,1720.5291528506705,CUST7544
2023-01-02,Mouse,East,Online,1,25.696806784871214,25.696806784871214,CUST5530
2023-01-02,Mouse,South,Retail,2,25.54043924770943,51.08087849541886,CUST9017
2023-01-02,Tablet,East,Retail,4,403.7957045519289,1615.1828182077156,CUST8648
2023-01-02,Printer,East,Retail,3,200.94409104060045,602.8322731218013,CUST3180
2023-01-02,Headphones,South,Online,2,105.37835482630796,210.7567096526159,CUST6971
2023-01-02,Printer,North,Retail,2,199.7047237597148,399.4094475194296,CUST5300
2023-01-02,Tablet,East,Online,3,370.24366711662185,1110.7310013498654,CUST7238
2023-01-02,Keyboard,West,Online,3,53.74317604854417,161.22952814563251,CUST1666
2023-01-02,Smartphone,North,Retail,3,544.9042339519775,1634.7127018559327,CUST6124
2023-01-02,Smartphone,West,Retail,1,543.8165617782198,543.8165617782198,CUST7981
2023-01-02,Laptop,North,Online,4,753.0133949449269,3012.0535797797074,CUST3593
2023-01-02,Laptop,South,Retail,1,771.4532423488047,771.4532423488047,CUST7937
2023-01-02,Camera,East,Online,2,412.3583128753985,824.716625750797,CUST7493
2023-01-02,Laptop,South,Online,4,839.7215504613854,3358.8862018455416,CUST2276
2023-01-02,Headphones,East,Wholesale,3,108.48083518214868,325.44250554644606,CUST9717
2023-01-03,Mouse,South,Retail,1,22.811706812556206,22.811706812556206,CUST6126
2023-01-03,Tablet,East,Wholesale,2,419.96929856068704,839.9385971213741,CUST2531
2023-01-03,Smartphone,South,Retail,3,587.6596599004899,1762.9789797014698,CUST9152
2023-01-03,Mouse,North,Retail,3,24.11039582791589,72.33118748374767,CUST7229
2023-01-03,Smartwatch,South,Online,1,242.146343213913,242.146343213913,CUST7168
2023-01-03,Headphones,South,Wholesale,1,99.96884397858115,99.96884397858115,CUST7371
2023-01-03,Keyboard,South,Wholesale,4,50.865354346607596,203.46141738643038,CUST7891
2023-01-03,Tablet,South,Online,1,389.04658371189083,389.04658371189083,CUST6401
2023-01-03,Smartphone,East,Wholesale,1,579.6418177537097,579.6418177537097,CUST2460
2023-01-03,Keyboard,North,Retail,2,47.459577283845086,94.91915456769017,CUST7986
2023-01-03,Printer,East,Online,3,182.0654191149805,546.1962573449415,CUST3590
2023-01-03,Printer,North,Wholesale,2,195.91422396182966,391.8284479236593,CUST9195
2023-01-03,Keyboard,South,Online,2,46.70887587390066,93.41775174780132,CUST6560
2023-01-03,Smartphone,East,Wholesale,4,597.1943380951694,2388.7773523806777,CUST7316
2023-01-03,Monitor,South,Retail,2,312.65714873020494,625.3142974604099,CUST9915
2023-01-03,Laptop,West,Online,4,738.3738919582726,2953.4955678330903,CUST7233
2023-01-03,Keyboard,North,Retail,3,54.320143422569345,162.96043026770803,CUST7988
2023-01-03,Tablet,North,Retail,2,396.341437777528,792.682875555056,CUST1260
2023-01-03,Mouse,South,Retail,1,25.92285773939917,25.92285773939917,CUST2619
2023-01-03,Laptop,East,Online,1,841.6364575823499,841.6364575823499,CUST2994
2023-01-03,Printer,South,Wholesale,3,193.95473066171982,581.8641919851594,CUST8984
2023-01-03,Monitor,South,Retail,2,325.9762840259973,651.9525680519946,CUST4530
2023-01-03,Camera,South,Wholesale,3,488.3804481230741,1465.1413443692222,CUST4391
2023-01-03,Keyboard,West,Online,4,53.279408871774926,213.1176354870997,CUST7413
2023-01-03,Tablet,North,Online,1,378.8553396852,378.8553396852,CUST1077
2023-01-03,Smartwatch,South,Online,1,254.41533378975285,254.41533378975285,CUST7943
2023-01-03,Tablet,North,Retail,1,419.80875041410013,419.80875041410013,CUST3190
2023-01-03,Laptop,North,Online,1,782.6371376322403,782.6371376322403,CUST5033
2023-01-03,Monitor,West,Wholesale,3,277.0138824425019,831.0416473275056,CUST6765
2023-01-03,Tablet,East,Wholesale,4,415.4974085922671,1661.9896343690684,CUST8667
2023-01-03,Laptop,West,Retail,3,811.7041358811822,2435.1124076435467,CUST3204
2023-01-03,Keyboard,North,Online,1,47.484891398144654,47.484891398144654,CUST1950
2023-01-03,Laptop,South,Retail,2,841.9933897185106,1683.9867794370211,CUST2865
2023-01-03,Laptop,South,Retail,1,737.7010779128332,737.7010779128332,CUST7371
2023-01-03,Printer,West,Wholesale,1,201.5944254845135,201.5944254845135,CUST3371
2023-01-03,Smartphone,East,Wholesale,3,623.2738133360521,1869.821440008156,CUST1793
2023-01-03,Monitor,West,Wholesale,2,324.50703368001774,649.0140673600355,CUST7166
2023-01-03,Smartwatch,South,Wholesale,4,270.59262044214825,1082.370481768593,CUST8783
2023-01-03,Smartphone,North,Online,3,627.1314703274882,1881.3944109824645,CUST4531
2023-01-03,Headphones,West,Online,4,90.46045209575276,361.841808383011,CUST1126
2023-01-03,Smartwatch,North,Wholesale,2,228.44607696836096,456.8921539367219,CUST5146
2023-01-03,Printer,North,Retail,3,198.03357485616527,594.1007245684958,CUST6732
2023-01-03,Monitor,South,Retail,4,277.47976087219604,1109.9190434887842,CUST3872
2023-01-03,Laptop,East,Retail,3,756.383299340338,2269.149898021014,CUST3708
2023-01-03,Camera,North,Online,2,477.25681037382105,954.5136207476421,CUST5212
2023-01-03,Smartwatch,North,Wholesale,3,245.7252292101814,737.1756876305442,CUST2625
2023-01-03,Keyboard,South,Wholesale,2,49.808369780890736,99.61673956178147,CUST7490
2023-01-03,Laptop,West,Wholesale,3,792.390322581231,2377.170967743693,CUST2205
2023-01-03,Printer,North,Wholesale,4,196.75701798018193,787.0280719207277,CUST6975
2023-01-03,Laptop,North,Online,3,764.413947620707,2293.241842862121,CUST3713
2023-01-03,Smartphone,North,Online,3,657.0649578819308,1971.1948736457925,CUST4432
2023-01-03,Laptop,West,Retail,2,733.655946892583,1467.311893785166,CUST7704
2023-01-03,Mouse,North,Online,2,26.24980235199589,52.49960470399178,CUST9058
2023-01-03,Printer,East,Retail,4,198.72927313765518,794.9170925506207,CUST5524
2023-01-03,Printer,East,Retail,1,211.02110466780042,211.02110466780042,CUST7645
2023-01-03,Laptop,South,Retail,2,842.4570049705986,1684.9140099411973,CUST7016
2023-01-03,Printer,North,Wholesale,3,210.12984882989807,630.3895464896942,CUST5873
2023-01-03,Smartwatch,East,Retail,2,245.43670855490484,490.8734171098097,CUST1054
2023-01-03,Smartphone,East,Online,4,543.251519100418,2173.006076401672,CUST6954
2023-01-03,Printer,East,Wholesale,3,180.78842151017457,542.3652645305237,CUST8221
2023-01-03,Camera,East,Online,3,484.87144342621525,1454.6143302786459,CUST4675
2023-01-03,Printer,South,Wholesale,4,219.54915127821772,878.1966051128709,CUST3538
2023-01-03,Headphones,West,Online,2,94.09968590831642,188.19937181663283,CUST1822
2023-01-03,Smartphone,East,Retail,3,628.3085535835204,1884.9256607505613,CUST5242
2023-01-03,Tablet,West,Online,4,416.3156908110808,1665.2627632443232,CUST7852
2023-01-03,Headphones,East,Retail,3,97.59384816334534,292.781544490036,CUST5566
2023-01-03,Mouse,West,Online,1,24.547058260956202,24.547058260956202,CUST8083
2023-01-03,Tablet,West,Retail,2,422.3807019830425,844.761403966085,CUST3679
2023-01-03,Mouse,West,Online,2,22.612346541600587,45.224693083201174,CUST3573
2023-01-03,Camera,West,Retail,1,441.2295039237283,441.2295039237283,CUST8368
2023-01-03,Keyboard,South,Wholesale,2,54.844021807035524,109.68804361407105,CUST9633
2023-01-03,Smartphone,East,Online,3,638.7100651094008,1916.1301953282025,CUST6475
2023-01-03,Camera,South,Retail,1,441.472327922492,441.472327922492,CUST8141
2023-01-03,Smartwatch,West,Wholesale,1,225.54979143292402,225.54979143292402,CUST3074
2023-01-03,Camera,East,Retail,3,458.76717919532774,1376.3015375859832,CUST7136
2023-01-04,Smartwatch,North,Online,2,245.2190750774512,490.4381501549024,CUST3681
2023-01-04,Smartphone,West,Retail,3,562.1245104814757,1686.373531444427,CUST5788
2023-01-04,Headphones,East,Retail,1,97.78591228083954,97.78591228083954,CUST6415
2023-01-04,Headphones,North,Wholesale,3,102.20809334015917,306.6242800204775,CUST2333
2023-01-04,Smartphone,East,Wholesale,4,652.419568718971,2609.678274875884,CUST7212
2023-01-04,Printer,North,Retail,4,201.59371115632774,806.374844625311,CUST2762
2023-01-04,Headphones,East,Online,2,109.10472625446958,218.20945250893917,CUST7122
2023-01-04,Smartphone,North,Retail,2,552.7917903760526,1105.5835807521053,CUST3343
2023-01-04,Laptop,North,Online,1,830.1443834284378,830.1443834284378,CUST7185
2023-01-04,Camera,East,Wholesale,3,411.9988809671062,1235.9966429013184,CUST5203
2023-01-04,Tablet,South,Retail,2,368.2474996810996,736.4949993621992,CUST5090
2023-01-04,Laptop,North,Online,2,830.4896371913026,1660.9792743826051,CUST8982
2023-01-04,Printer,East,Wholesale,1,210.361433821554,210.361433821554,CUST6604
2023-01-04,Keyboard,West,Retail,4,47.496680088591866,189.98672035436746,CUST6387
2023-01-04,Smartwatch,North,Online,2,226.9713405684253,453.9426811368506,CUST5873
2023-01-04,Mouse,North,Wholesale,2,25.33972615276315,50.6794523055263,CUST1390
2023-01-04,Monitor,East,Online,3,325.46377172259184,976.3913151677755,CUST2521
2023-01-04,Mouse,North,Retail,3,26.810213254946568,80.4306397648397,CUST4042
2023-01-04,Smartphone,East,Retail,3,544.4409161658591,1633.3227484975773,CUST4223
2023-01-04,Tablet,West,Online,2,430.79986852186255,861.5997370437251,CUST3983
2023-01-04,Smartwatch,East,Wholesale,4,253.62138797167333,1014.4855518866933,CUST7640
2023-01-04,Headphones,North,Retail,1,104.7571153381305,104.7571153381305,CUST9684
2023-01-04,Smartwatch,West,Retail,2,226.2200390778269,452.4400781556538,CUST4241
2023-01-04,Smartphone,South,Wholesale,3,562.2567491492067,1686.77024744762,CUST4810
2023-01-04,Mouse,South,Online,2,22.94271705306809,45.88543410613618,CUST9436
2023-01-04,Camera,West,Wholesale,1,474.1446072478066,474.1446072478066,CUST1920
2023-01-04,Mouse,West,Online,1,23.69388572884151,23.69388572884151,CUST3050
2023-01-04,Printer,South,Retail,4,208.62213260936971,834.4885304374789,CUST5388
2023-01-04,Camera,West,Online,1,493.8950150762428,493.8950150762428,CUST3632
2023-01-04,Laptop,North,Wholesale,2,847.6782915429415,1695.356583085883,CUST5805
2023-01-04,Mouse,West,Wholesale,2,25.503992232210994,51.00798446442199,CUST2868
2023-01-04,Smartphone,North,Wholesale,4,547.7983691379472,2191.193476551789,CUST8827
2023-01-04,Keyboard,North,Wholesale,1,46.203387620349964,46.203387620349964,CUST8274
2023-01-04,Smartphone,North,Retail,1,562.3725914573106,562.3725914573106,CUST7402
2023-01-04,Printer,South,Online,1,205.19111691984614,205.19111691984614,CUST1726
2023-01-04,Laptop,North,Wholesale,4,879.1852516234296,3516.7410064937185,CUST8657
2023-01-04,Tablet,South,Retail,2,439.706862064538,879.413724129076,CUST9194
2023-01-04,Tablet,South,Online,4,419.82972832737835,1679.3189133095134,CUST5675
2023-01-04,Monitor,South,Wholesale,1,293.4701859648228,293.4701859648228,CUST2218
2023-01-04,Camera,South,Retail,1,434.6146228832884,434.6146228832884,CUST1954
2023-01-04,Smartphone,West,Wholesale,2,571.1704540512392,1142.3409081024784,CUST4972
2023-01-04,Smartwatch,South,Retail,1,236.00916009749056,236.00916009749056,CUST4020
2023-01-04,Monitor,North,Online,2,299.70879162083844,599.4175832416769,CUST1317
2023-01-04,Tablet,South,Wholesale,4,412.96896080852525,1651.875843234101,CUST7183
2023-01-04,Laptop,South,Wholesale,4,825.3522935453482,3301.4091741813927,CUST2704
2023-01-04,Camera,North,Retail,4,460.6750240393666,1842.7000961574663,CUST3469
2023-01-04,Mouse,North,Wholesale,1,26.859217638726165,26.859217638726165,CUST6150
2023-01-04,Mouse,South,Retail,4,24.17559427129571,96.70237708518285,CUST4741
2023-01-04,Mouse,East,Retail,4,25.280908675198788,101.12363470079515,CUST9780
2023-01-04,Mouse,South,Online,2,24.132167882516466,48.26433576503293,CUST3064
2023-01-04,Printer,East,Retail,4,180.36289618610903,721.4515847444361,CUST2007
2023-01-04,Keyboard,East,Retail,3,50.4126657867611,151.23799736028332,CUST2435
2023-01-04,Monitor,North,Retail,4,280.42520851845404,1121.7008340738162,CUST2265
2023-01-04,Headphones,East,Online,4,91.34701202937543,365.38804811750174,CUST9073
2023-01-04,Keyboard,North,Retail,2,45.74694417757854,91.49388835515708,CUST7353
2023-01-04,Smartphone,South,Wholesale,1,593.5149968412386,593.5149968412386,CUST9954
2023-01-05,Headphones,North,Wholesale,1,90.44247103057995,90.44247103057995,CUST8813
2023-01-05,Tablet,East,Retail,3,395.6722165101399,1187.0166495304197,CUST4356
2023-01-05,Headphones,North,Wholesale,1,107.08419548923133,107.08419548923133,CUST4342
2023-01-05,Mouse,North,Online,3,23.603848063943804,70.81154419183142,CUST4155
2023-01-05,Keyboard,East,Wholesale,3,54.50863562250411,163.52590686751233,CUST1988
2023-01-05,Monitor,East,Online,3,327.87122833621254,983.6136850086376,CUST2682
2023-01-05,Camera,North,Wholesale,3,441.84006056835386,1325.5201817050615,CUST1933
2023-01-05,Smartphone,North,Wholesale,4,644.1747376188638,2576.698950475455,CUST1791
2023-01-05,Smartphone,East,Wholesale,4,559.1094885935117,2236.437954374047,CUST1984
2023-01-05,Laptop,North,Online,4,843.3474951430483,3373.389980572193,CUST4633
2023-01-05,Headphones,East,Wholesale,1,92.62489755364776,92.62489755364776,CUST9884
2023-01-05,Printer,West,Retail,3,187.41835498706618,562.2550649611985,CUST1526
2023-01-05,Camera,South,Retail,3,416.2667212982296,1248.8001638946887,CUST2875
2023-01-05,Headphones,North,Retail,4,99.83189093482873,399.32756373931494,CUST6109
2023-01-05,Monitor,North,Retail,4,295.99480493829935,1183.9792197531974,CUST4788
2023-01-05,Laptop,West,Online,2,828.873060217492,1657.746120434984,CUST2389
2023-01-05,Keyboard,West,Wholesale,1,52.57059267611224,52.57059267611224,CUST3043
2023-01-05,Keyboard,North,Wholesale,2,52.491616391012826,104.98323278202565,CUST7731
2023-01-05,Camera,South,Wholesale,4,448.41207433964325,1793.648297358573,CUST3720
2023-01-05,Smartwatch,West,Retail,4,228.6208136073171,914.4832544292684,CUST7368
2023-01-05,Laptop,North,Online,2,725.3124974066186,1450.6249948132372,CUST8833
2023-01-05,Keyboard,East,Retail,2,50.67540848261558,101.35081696523116,CUST2709
2023-01-05,Smartwatch,South,Wholesale,2,227.0591747639636,454.1183495279272,CUST9619
2023-01-05,Laptop,West,Wholesale,1,833.0361162379041,833.0361162379041,CUST2925
2023-01-05,Camera,South,Online,3,460.1649757379045,1380.4949272137135,CUST1552
2023-01-05,Smartphone,West,Retail,4,636.207369968375,2544.8294798735,CUST9442
2023-01-05,Mouse,East,Retail,2,26.419162767094313,52.83832553418863,CUST1894
2023-01-05,Tablet,East,Online,4,418.52716174042655,1674.1086469617062,CUST8179
2023-01-05,Mouse,West,Online,1,26.85891783296101,26.85891783296101,CUST4638
2023-01-05,Headphones,North,Online,3,98.67310667912778,296.01932003738335,CUST1306
2023-01-05,Smartphone,South,Retail,3,567.4145689597559,1702.2437068792678,CUST9503
2023-01-05,Camera,East,Wholesale,4,422.95882058362304,1691.8352823344921,CUST7236
2023-01-05,Keyboard,East,Wholesale,1,53.40452406276934,53.40452406276934,CUST8005
2023-01-05,Monitor,East,Retail,1,320.774717521143,320.774717521143,CUST4453
2023-01-05,Headphones,West,Retail,1,100.2799173561745,100.2799173561745,CUST7563
2023-01-05,Smartwatch,North,Retail,4,255.30943567805858,1021.2377427122343,CUST2394
2023-01-05,Smartwatch,South,Online,4,244.19235759338983,976.7694303735593,CUST1529
2023-01-05,Printer,North,Wholesale,1,185.2627074050904,185.2627074050904,CUST4591
2023-01-05,Headphones,West,Retail,3,102.65081066452612,307.95243199357833,CUST1525
2023-01-05,Smartphone,East,Online,1,548.2959343423943,548.2959343423943,CUST5648
2023-01-05,Keyboard,West,Online,3,50.92918399831782,152.78755199495345,CUST3278
2023-01-05,Camera,West,Retail,3,419.71714853265206,1259.1514455979561,CUST9219
2023-01-05,Smartphone,East,Online,1,579.0228077069635,579.0228077069635,CUST6543
2023-01-05,Printer,West,Online,3,198.15158165534558,594.4547449660367,CUST4466
2023-01-05,Smartwatch,East,Retail,2,241.5444681494586,483.0889362989172,CUST6724
2023-01-05,Smartwatch,West,Retail,1,246.5443761830903,246.5443761830903,CUST6895
2023-01-05,Laptop,North,Retail,4,780.6973743875878,3122.7894975503514,CUST4178
2023-01-05,Monitor,East,Online,4,298.4778525449889,1193.9114101799555,CUST4568
2023-01-05,Printer,West,Wholesale,3,202.32560998375453,606.9768299512637,CUST2274
2023-01-05,Headphones,South,Retail,2,92.45941617059253,184.91883234118507,CUST1281
2023-01-05,Laptop,East,Wholesale,2,748.8016699956357,1497.6033399912715,CUST6178
